d band center is: -2.3953510575166184 eV
energy      spin1_O                   spin2_O                   spin1_Cu                   spin2_Cu
-9.561     0.000790698               0.000790698               0.000033123               0.000033123               
-9.551     0.000000000               0.000000000               0.000000000               0.000000000               
-9.541     0.000000000               0.000000000               0.000000000               0.000000000               
-9.531     0.000000000               0.000000000               0.000000000               0.000000000               
-9.521     0.000000000               0.000000000               0.000000000               0.000000000               
-9.511     0.000000000               0.000000000               0.000000000               0.000000000               
-9.501     0.000000000               0.000000000               0.000000000               0.000000000               
-9.491     0.000000000               0.000000000               0.000000000               0.000000000               
-9.481     0.000000000               0.000000000               0.000000000               0.000000000               
-9.471     0.000000000               0.000000000               0.000000000               0.000000000               
-9.461     0.000000000               0.000000000               0.000000000               0.000000000               
-9.451     0.000000000               0.000000000               0.000000000               0.000000000               
-9.441     0.000000000               0.000000000               0.000000000               0.000000000               
-9.431     0.000000000               0.000000000               0.000000000               0.000000000               
-9.421     0.000000000               0.000000000               0.000000000               0.000000000               
-9.411     0.000000000               0.000000000               0.000000000               0.000000000               
-9.401     0.000000000               0.000000000               0.000000000               0.000000000               
-9.391     0.000000000               0.000000000               0.000000000               0.000000000               
-9.381     0.000000000               0.000000000               0.000000000               0.000000000               
-9.371     0.000000000               0.000000000               0.000000000               0.000000000               
-9.361     0.000000000               0.000000000               0.000000000               0.000000000               
-9.351     0.000000000               0.000000000               0.000000000               0.000000000               
-9.341     0.000000000               0.000000000               0.000000000               0.000000000               
-9.331     0.000000000               0.000000000               0.000000000               0.000000000               
-9.321     0.000000000               0.000000000               0.000000000               0.000000000               
-9.311     0.000000000               0.000000000               0.000000000               0.000000000               
-9.301     0.000000000               0.000000000               0.000000000               0.000000000               
-9.291     0.000000000               0.000000000               0.000000000               0.000000000               
-9.281     0.000000000               0.000000000               0.000000000               0.000000000               
-9.271     0.000000000               0.000000000               0.000000000               0.000000000               
-9.261     0.000000000               0.000000000               0.000000000               0.000000000               
-9.251     0.000000000               0.000000000               0.000000000               0.000000000               
-9.241     0.000000000               0.000000000               0.000000000               0.000000000               
-9.231     0.000000000               0.000000000               0.000000000               0.000000000               
-9.221     0.000000000               0.000000000               0.000000000               0.000000000               
-9.211     0.000000000               0.000000000               0.000000000               0.000000000               
-9.201     0.000000000               0.000000000               0.000000000               0.000000000               
-9.191     0.000000000               0.000000000               0.000000000               0.000000000               
-9.181     0.000000000               0.000000000               0.000000000               0.000000000               
-9.171     0.000000000               0.000000000               0.000000000               0.000000000               
-9.161     0.000000000               0.000000000               0.000000000               0.000000000               
-9.151     0.000000000               0.000000000               0.000000000               0.000000000               
-9.141     0.000000000               0.000000000               0.000000000               0.000000000               
-9.131     0.000000000               0.000000000               0.000000000               0.000000000               
-9.121     0.000000000               0.000000000               0.000000000               0.000000000               
-9.111     0.000000000               0.000000000               0.000000000               0.000000000               
-9.101     0.000000000               0.000000000               0.000000000               0.000000000               
-9.091     0.000000000               0.000000000               0.000000000               0.000000000               
-9.081     0.000000000               0.000000000               0.000000000               0.000000000               
-9.071     0.000000000               0.000000000               0.000000000               0.000000000               
-9.061     0.000000000               0.000000000               0.000000000               0.000000000               
-9.051     0.000000000               0.000000000               0.000000000               0.000000000               
-9.041     0.000000000               0.000000000               0.000000000               0.000000000               
-9.031     0.000000000               0.000000000               0.000000000               0.000000000               
-9.021     0.000000000               0.000000000               0.000000000               0.000000000               
-9.011     0.000000000               0.000000000               0.000000000               0.000000000               
-9.001     0.000000000               0.000000000               0.000000000               0.000000000               
-8.991     0.000000000               0.000000000               0.000000000               0.000000000               
-8.981     0.000000000               0.000000000               0.000000000               0.000000000               
-8.971     0.000000000               0.000000000               0.000000000               0.000000000               
-8.961     0.000000000               0.000000000               0.000000000               0.000000000               
-8.951     0.000000000               0.000000000               0.000000000               0.000000000               
-8.941     0.000003319               0.000003319               0.000000094               0.000000094               
-8.931     0.000113069               0.000113069               0.000003183               0.000003183               
-8.921     0.001446958               0.001446958               0.000040547               0.000040547               
-8.911     0.007390889               0.007390889               0.000204997               0.000204997               
-8.901     0.017096124               0.017096124               0.000466346               0.000466346               
-8.891     0.023157560               0.023157560               0.000630827               0.000630827               
-8.881     0.025534219               0.025534219               0.000732726               0.000732726               
-8.871     0.027473010               0.027473010               0.000834872               0.000834872               
-8.861     0.029495387               0.029495387               0.000894158               0.000894158               
-8.851     0.031432706               0.031432706               0.000934982               0.000934982               
-8.841     0.033243468               0.033243468               0.001000027               0.001000027               
-8.831     0.035133418               0.035133418               0.001065918               0.001065918               
-8.821     0.037385929               0.037385929               0.001117124               0.001117124               
-8.811     0.040318556               0.040318556               0.001220198               0.001220198               
-8.801     0.044019627               0.044019627               0.001385658               0.001385658               
-8.791     0.047941490               0.047941490               0.001507637               0.001507637               
-8.781     0.051918099               0.051918099               0.001583149               0.001583149               
-8.771     0.057135874               0.057135874               0.001699402               0.001699402               
-8.761     0.067545942               0.067545942               0.002006375               0.002006375               
-8.751     0.086753030               0.086753030               0.002602250               0.002602250               
-8.741     0.112410864               0.112410864               0.003412495               0.003412495               
-8.731     0.138680152               0.138680152               0.004272557               0.004272557               
-8.721     0.151652757               0.151652757               0.004760481               0.004760481               
-8.711     0.144747872               0.144747872               0.004646111               0.004646111               
-8.701     0.114147083               0.114147083               0.003740856               0.003740856               
-8.691     0.052813739               0.052813739               0.001750454               0.001750454               
-8.681     0.010731641               0.010731641               0.000357318               0.000357318               
-8.671     0.000851964               0.000851964               0.000028416               0.000028416               
-8.661     0.000025254               0.000025254               0.000000843               0.000000843               
-8.651     0.000000000               0.000000000               0.000000000               0.000000000               
-8.641     0.000000000               0.000000000               0.000000000               0.000000000               
-8.631     0.000000000               0.000000000               0.000000000               0.000000000               
-8.621     0.000000000               0.000000000               0.000000000               0.000000000               
-8.611     0.000000000               0.000000000               0.000000000               0.000000000               
-8.601     0.000000000               0.000000000               0.000000000               0.000000000               
-8.591     0.000000000               0.000000000               0.000000000               0.000000000               
-8.581     0.000000000               0.000000000               0.000000000               0.000000000               
-8.571     0.000000000               0.000000000               0.000000000               0.000000000               
-8.561     0.000000000               0.000000000               0.000000000               0.000000000               
-8.551     0.000000000               0.000000000               0.000000000               0.000000000               
-8.541     0.000000000               0.000000000               0.000000000               0.000000000               
-8.531     0.000000000               0.000000000               0.000000000               0.000000000               
-8.521     0.000000000               0.000000000               0.000000000               0.000000000               
-8.511     0.000000000               0.000000000               0.000000000               0.000000000               
-8.501     0.000000000               0.000000000               0.000000000               0.000000000               
-8.491     0.000000000               0.000000000               0.000000000               0.000000000               
-8.481     0.000047202               0.000047202               0.000001780               0.000001780               
-8.471     0.001594314               0.001594314               0.000060068               0.000060068               
-8.461     0.020105916               0.020105916               0.000756354               0.000756354               
-8.451     0.098957328               0.098957328               0.003707278               0.003707278               
-8.441     0.210282617               0.210282617               0.007792392               0.007792392               
-8.431     0.245640351               0.245640351               0.008874263               0.008874263               
-8.421     0.230299884               0.230299884               0.007974887               0.007974887               
-8.411     0.218312990               0.218312990               0.007183618               0.007183618               
-8.401     0.216069965               0.216069965               0.006705986               0.006705986               
-8.391     0.224587628               0.224587628               0.006609180               0.006609180               
-8.381     0.235872248               0.235872248               0.006747659               0.006747659               
-8.371     0.248121556               0.248121556               0.007045525               0.007045525               
-8.361     0.267086063               0.267086063               0.007584494               0.007584494               
-8.351     0.279223956               0.279223956               0.007930197               0.007930197               
-8.341     0.258882849               0.258882849               0.007353320               0.007353320               
-8.331     0.213697319               0.213697319               0.006033882               0.006033882               
-8.321     0.152615865               0.152615865               0.004289300               0.004289300               
-8.311     0.081765048               0.081765048               0.002320038               0.002320038               
-8.301     0.027189145               0.027189145               0.000784980               0.000784980               
-8.291     0.004615441               0.004615441               0.000135133               0.000135133               
-8.281     0.000845488               0.000845488               0.000029069               0.000029069               
-8.271     0.007083588               0.007083588               0.000264562               0.000264562               
-8.261     0.043113176               0.043113176               0.001585982               0.001585982               
-8.251     0.132293796               0.132293796               0.004750885               0.004750885               
-8.241     0.237375357               0.237375357               0.008264002               0.008264002               
-8.231     0.302806639               0.302806639               0.010135804               0.010135804               
-8.221     0.350419747               0.350419761               0.011190662               0.011190662               
-8.211     0.425082345               0.425082788               0.012875555               0.012875555               
-8.201     0.537682644               0.537688043               0.015352352               0.015352352               
-8.191     0.695506682               0.695530880               0.018687138               0.018687138               
-8.181     0.710252959               0.710292854               0.018443829               0.018443829               
-8.171     0.368759712               0.368783909               0.009465997               0.009465997               
-8.161     0.078125462               0.078130861               0.001998184               0.001998184               
-8.151     0.006296511               0.006296955               0.000160844               0.000160844               
-8.141     0.000188206               0.000188219               0.000004805               0.000004805               
-8.131     0.000000000               0.000000000               0.000000000               0.000000000               
-8.121     0.000000000               0.000000000               0.000000000               0.000000000               
-8.111     0.000000000               0.000000000               0.000000000               0.000000000               
-8.101     0.000000000               0.000000000               0.000000000               0.000000000               
-8.091     0.000000000               0.000000000               0.000000000               0.000000000               
-8.081     0.000003132               0.000003132               0.000000134               0.000000134               
-8.071     0.000111187               0.000111187               0.000004740               0.000004740               
-8.061     0.001521666               0.001521666               0.000064613               0.000064613               
-8.051     0.009046006               0.009046006               0.000380975               0.000380975               
-8.041     0.027687092               0.027687092               0.001150044               0.001150044               
-8.031     0.054333998               0.054333998               0.002210666               0.002210666               
-8.021     0.082896508               0.082896508               0.003271957               0.003271957               
-8.011     0.102312147               0.102312147               0.003925483               0.003925483               
-8.001     0.097877357               0.097877357               0.003741477               0.003741477               
-7.991     0.080731659               0.080731659               0.003170458               0.003170458               
-7.981     0.070952485               0.070952485               0.002844124               0.002844124               
-7.971     0.068965966               0.068965966               0.002765692               0.002765692               
-7.961     0.068880741               0.068880741               0.002781336               0.002781336               
-7.951     0.068960400               0.068960400               0.002818355               0.002818355               
-7.941     0.069086530               0.069086530               0.002834119               0.002834119               
-7.931     0.069347407               0.069347407               0.002802310               0.002802310               
-7.921     0.070283756               0.070283756               0.002796180               0.002796180               
-7.911     0.072798921               0.072798921               0.002945004               0.002945004               
-7.901     0.077006941               0.077006941               0.003246717               0.003246717               
-7.891     0.081955212               0.081955212               0.003547545               0.003547545               
-7.881     0.086800757               0.086800757               0.003770954               0.003770954               
-7.871     0.091812089               0.091812089               0.003991667               0.003991667               
-7.861     0.099225361               0.099225361               0.004362611               0.004362611               
-7.851     0.110690380               0.110690380               0.004944127               0.004944127               
-7.841     0.123499972               0.123499972               0.005606403               0.005606403               
-7.831     0.135137663               0.135137663               0.006231906               0.006231906               
-7.821     0.147333944               0.147333944               0.006893870               0.006893870               
-7.811     0.162300173               0.162300173               0.007685176               0.007685176               
-7.801     0.178364727               0.178364727               0.008513384               0.008513384               
-7.791     0.192508539               0.192508539               0.009224099               0.009224099               
-7.781     0.204958440               0.204958440               0.009844850               0.009844850               
-7.771     0.217180547               0.217180547               0.010443550               0.010443550               
-7.761     0.230209241               0.230209241               0.011114091               0.011114091               
-7.751     0.244806008               0.244806008               0.011913645               0.011913645               
-7.741     0.260858939               0.260858939               0.012774190               0.012774190               
-7.731     0.278170047               0.278170047               0.013668020               0.013668020               
-7.721     0.298286287               0.298286287               0.014723187               0.014723187               
-7.711     0.322834742               0.322834742               0.016025786               0.016025786               
-7.701     0.349466079               0.349466079               0.017431083               0.017431083               
-7.691     0.375209062               0.375209062               0.018803782               0.018803782               
-7.681     0.402283407               0.402283407               0.020249064               0.020249064               
-7.671     0.441268203               0.441268203               0.022368981               0.022368981               
-7.661     0.513470833               0.513470833               0.026449094               0.026449094               
-7.651     0.605190954               0.605190954               0.031530963               0.031530963               
-7.641     0.664653636               0.664653636               0.034444670               0.034444670               
-7.631     0.704838812               0.704838812               0.036231653               0.036231653               
-7.621     0.733656897               0.733656897               0.037669754               0.037669754               
-7.611     0.651969086               0.651969086               0.033691259               0.033691259               
-7.601     0.441144619               0.441144619               0.023218839               0.023218839               
-7.591     0.294487708               0.294487708               0.015900089               0.015900089               
-7.581     0.253123974               0.253123974               0.013798520               0.013798520               
-7.571     0.242648552               0.242648552               0.013275984               0.013275984               
-7.561     0.236453859               0.236453859               0.013038676               0.013038676               
-7.551     0.231339363               0.231339363               0.012860709               0.012860709               
-7.541     0.224229151               0.224229151               0.012521344               0.012521344               
-7.531     0.204613765               0.204613765               0.011496646               0.011496646               
-7.521     0.170557754               0.170557754               0.009719500               0.009719500               
-7.511     0.139933395               0.139933395               0.008123808               0.008123808               
-7.501     0.117945003               0.117945003               0.006971063               0.006971063               
-7.491     0.099580433               0.099580420               0.006000708               0.006000708               
-7.481     0.100130822               0.100130379               0.006061742               0.006061742               
-7.471     0.298917372               0.298911973               0.017430385               0.017430385               
-7.461     1.142678629               1.142654432               0.065764361               0.065764361               
-7.451     2.085309943               2.085270049               0.119875303               0.119875303               
-7.441     1.892660465               1.892636268               0.109129059               0.109129059               
-7.431     1.360531519               1.360526107               0.078998487               0.078998487               
-7.421     1.186701569               1.186700683               0.069444594               0.069444594               
-7.411     1.207549676               1.207544263               0.071338962               0.071338962               
-7.401     1.294412602               1.294388405               0.077140257               0.077140257               
-7.391     1.270489915               1.270450020               0.076000643               0.076000643               
-7.381     1.042567077               1.042542880               0.062470871               0.062470871               
-7.371     0.756027231               0.756021832               0.045274457               0.045274457               
-7.361     0.571575450               0.571575007               0.034228444               0.034228444               
-7.351     0.481758705               0.481758692               0.028933423               0.028933423               
-7.341     0.423632389               0.423632389               0.025519734               0.025519734               
-7.331     0.371356115               0.371356115               0.022433710               0.022433710               
-7.321     0.319106855               0.319106855               0.019355222               0.019355222               
-7.311     0.268257335               0.268257335               0.016349539               0.016349539               
-7.301     0.226909752               0.226909752               0.013874939               0.013874939               
-7.291     0.194727734               0.194727734               0.011919784               0.011919784               
-7.281     0.166711588               0.166711588               0.010203333               0.010203333               
-7.271     0.141057381               0.141057381               0.008619865               0.008619865               
-7.261     0.118238781               0.118238781               0.007234830               0.007234830               
-7.251     0.100744119               0.100744119               0.006205876               0.006205876               
-7.241     0.091984829               0.091984829               0.005743834               0.005743834               
-7.231     0.091343242               0.091343242               0.005796138               0.005796138               
-7.221     0.092693485               0.092693485               0.005959091               0.005959091               
-7.211     0.091959634               0.091959634               0.005950161               0.005950161               
-7.201     0.085783810               0.085783810               0.005522147               0.005522147               
-7.191     0.075065371               0.075065371               0.004764678               0.004764678               
-7.181     0.068236822               0.068236822               0.004281178               0.004281178               
-7.171     0.066316577               0.066316577               0.004138271               0.004138271               
-7.161     0.065810983               0.065810983               0.004101472               0.004101472               
-7.151     0.066256914               0.066256914               0.004111697               0.004111697               
-7.141     0.073937987               0.073937987               0.004554901               0.004554901               
-7.131     0.108008036               0.108008036               0.006651334               0.006651334               
-7.121     0.165485495               0.165485495               0.010076617               0.010076617               
-7.111     0.217045464               0.217045464               0.012701541               0.012701541               
-7.101     0.267279168               0.267279168               0.014848048               0.014848048               
-7.091     0.315620670               0.315620670               0.016754137               0.016754137               
-7.081     0.357123848               0.357123848               0.018168643               0.018168643               
-7.071     0.377019582               0.377019582               0.018511496               0.018511496               
-7.061     0.374617524               0.374617524               0.017963140               0.017963140               
-7.051     0.364680277               0.364680277               0.017209880               0.017209880               
-7.041     0.352703470               0.352703470               0.016387997               0.016387997               
-7.031     0.340835295               0.340835295               0.015565899               0.015565899               
-7.021     0.333547268               0.333547268               0.014821198               0.014821198               
-7.011     0.273956509               0.273956509               0.011814718               0.011814718               
-7.001     0.150710656               0.150710656               0.006647343               0.006647343               
-6.991     0.173938117               0.173938117               0.009146681               0.009146681               
-6.981     0.445869273               0.445869286               0.024862080               0.024862080               
-6.971     0.761806160               0.761806603               0.043791212               0.043791212               
-6.961     0.817511916               0.817517315               0.047661192               0.047661192               
-6.951     0.610913230               0.610937427               0.034661575               0.034661575               
-6.941     0.422660808               0.422700702               0.022495229               0.022495229               
-6.931     0.353865618               0.353889815               0.018077163               0.018077163               
-6.921     0.335798312               0.335803711               0.016970791               0.016970791               
-6.911     0.325518298               0.325518741               0.016430543               0.016430543               
-6.901     0.315518053               0.315518067               0.015956449               0.015956449               
-6.891     0.311032973               0.311032973               0.015729762               0.015729762               
-6.881     0.332071030               0.332071030               0.016747966               0.016747966               
-6.871     0.383104945               0.383104945               0.019309647               0.019309647               
-6.861     0.425473041               0.425473041               0.021816898               0.021816898               
-6.851     0.462539874               0.462539874               0.025410410               0.025410410               
-6.841     0.514611059               0.514611059               0.031032835               0.031032835               
-6.831     0.471653478               0.471653478               0.031096760               0.031096760               
-6.821     0.306787531               0.306787531               0.023893839               0.023893839               
-6.811     0.219794996               0.219794996               0.020599790               0.020599790               
-6.801     0.277940398               0.277940398               0.025461197               0.025461197               
-6.791     0.445470747               0.445470761               0.037278122               0.037278122               
-6.781     0.642802838               0.642803281               0.051133195               0.051133195               
-6.771     0.754614134               0.754619533               0.059429845               0.059429845               
-6.761     0.805520507               0.805544704               0.063936963               0.063936963               
-6.751     0.839598659               0.839638553               0.066911903               0.066911903               
-6.741     0.856838549               0.856862747               0.067243794               0.067243794               
-6.731     0.842806011               0.842811410               0.064488988               0.064488988               
-6.721     0.759037783               0.759038226               0.057001409               0.057001409               
-6.711     0.647101042               0.647101055               0.048510471               0.048510471               
-6.701     0.502108201               0.502108201               0.038822044               0.038822044               
-6.691     0.400110315               0.400110315               0.032191207               0.032191207               
-6.681     0.365667549               0.365667549               0.029936060               0.029936060               
-6.671     0.355538937               0.355538937               0.029341904               0.029341904               
-6.661     0.361701646               0.361701646               0.030070133               0.030070133               
-6.651     0.395930347               0.395930347               0.033124007               0.033124007               
-6.641     0.462356073               0.462356073               0.038949312               0.038949312               
-6.631     0.512361232               0.512361232               0.043523589               0.043523589               
-6.621     0.462106993               0.462106993               0.040210783               0.040210783               
-6.611     0.343148007               0.343148007               0.031870796               0.031870796               
-6.601     0.266002007               0.266002007               0.026580254               0.026580254               
-6.591     0.240186986               0.240186986               0.024893031               0.024893031               
-6.581     0.227454536               0.227454536               0.024144853               0.024144853               
-6.571     0.215996411               0.215996411               0.023520075               0.023520075               
-6.561     0.208141814               0.208141814               0.023268353               0.023268353               
-6.551     0.205341575               0.205341575               0.023646855               0.023646855               
-6.541     0.200591325               0.200591325               0.023885029               0.023885029               
-6.531     0.182099905               0.182099905               0.021864591               0.021864591               
-6.521     0.151991976               0.151991976               0.017617170               0.017617170               
-6.511     0.130803332               0.130803332               0.014719375               0.014719375               
-6.501     0.123122148               0.123122148               0.014094637               0.014094637               
-6.491     0.124472493               0.124472493               0.014739670               0.014739670               
-6.481     0.124874442               0.124874442               0.015060144               0.015060144               
-6.471     0.120329968               0.120329968               0.014638950               0.014638950               
-6.461     0.116240314               0.116240314               0.014332506               0.014332506               
-6.451     0.115821957               0.115821957               0.014536803               0.014536803               
-6.441     0.117581087               0.117581087               0.015004780               0.015004780               
-6.431     0.119767630               0.119767630               0.015529327               0.015529327               
-6.421     0.121879759               0.121879759               0.016065918               0.016065918               
-6.411     0.123995414               0.123995414               0.016588051               0.016588051               
-6.401     0.126482189               0.126482189               0.017158791               0.017158791               
-6.391     0.129487877               0.129487877               0.017864513               0.017864513               
-6.381     0.133976249               0.133976249               0.018813841               0.018813841               
-6.371     0.145046907               0.145046907               0.020523276               0.020523276               
-6.361     0.168076314               0.168076314               0.023624997               0.023624997               
-6.351     0.201109083               0.201109083               0.028173068               0.028173068               
-6.341     0.225065060               0.225065060               0.031963372               0.031963372               
-6.331     0.214696065               0.214696065               0.031330322               0.031330322               
-6.321     0.182850268               0.182850268               0.027500608               0.027500608               
-6.311     0.156684997               0.156684997               0.024434881               0.024434881               
-6.301     0.142807914               0.142807914               0.023164648               0.023164648               
-6.291     0.137554844               0.137554844               0.023029366               0.023029366               
-6.281     0.135869266               0.135869266               0.023337476               0.023337476               
-6.271     0.134195161               0.134195161               0.023638878               0.023638878               
-6.261     0.130676748               0.130676748               0.023728352               0.023728352               
-6.251     0.125037211               0.125037211               0.023574621               0.023574621               
-6.241     0.119125882               0.119125869               0.023384962               0.023384962               
-6.231     0.113969527               0.113969084               0.023182132               0.023182132               
-6.221     0.109133010               0.109127611               0.022743106               0.022743106               
-6.211     0.104115017               0.104090820               0.022023994               0.022023994               
-6.201     0.098889512               0.098849617               0.021188655               0.021188655               
-6.191     0.093593621               0.093569424               0.020381162               0.020381162               
-6.181     0.088272068               0.088266669               0.019589282               0.019589282               
-6.171     0.082963374               0.082962931               0.018772016               0.018772016               
-6.161     0.077841005               0.077840992               0.017957276               0.017957276               
-6.151     0.073035402               0.073035402               0.017191808               0.017191808               
-6.141     0.067987317               0.067987317               0.016322946               0.016322946               
-6.131     0.062982704               0.062982704               0.015579043               0.015579043               
