d band center is: -2.3818761744473815 eV
energy      spin1_Cu                   spin2_Cu
-8.680     0.000000000               0.000000000               
-8.670     0.000000000               0.000000000               
-8.660     0.000000000               0.000000000               
-8.650     0.000000000               0.000000000               
-8.640     0.000000000               0.000000000               
-8.630     0.000000000               0.000000000               
-8.620     0.000000000               0.000000000               
-8.610     0.000000000               0.000000000               
-8.600     0.000000000               0.000000000               
-8.590     0.000000000               0.000000000               
-8.580     0.000000000               0.000000000               
-8.570     0.000000013               0.000000013               
-8.560     0.000000457               0.000000457               
-8.550     0.000005869               0.000005869               
-8.540     0.000030509               0.000030509               
-8.530     0.000075803               0.000075803               
-8.520     0.000124197               0.000124197               
-8.510     0.000169491               0.000169491               
-8.500     0.000194131               0.000194131               
-8.490     0.000199543               0.000199543               
-8.480     0.000199987               0.000199987               
-8.470     0.000200000               0.000200000               
-8.460     0.000200000               0.000200000               
-8.450     0.000200000               0.000200000               
-8.440     0.000200000               0.000200000               
-8.430     0.000200000               0.000200000               
-8.420     0.000200000               0.000200000               
-8.410     0.000200000               0.000200000               
-8.400     0.000200000               0.000200000               
-8.390     0.000200013               0.000200013               
-8.380     0.000200457               0.000200457               
-8.370     0.000205842               0.000205842               
-8.360     0.000229596               0.000229596               
-8.350     0.000264091               0.000264091               
-8.340     0.000264091               0.000264091               
-8.330     0.000229596               0.000229596               
-8.320     0.000205842               0.000205842               
-8.310     0.000200457               0.000200457               
-8.300     0.000200000               0.000200000               
-8.290     0.000199570               0.000199570               
-8.280     0.000195031               0.000195031               
-8.270     0.000180732               0.000180732               
-8.260     0.000177991               0.000177991               
-8.250     0.000179789               0.000179789               
-8.240     0.000118798               0.000118798               
-8.230     0.000040864               0.000040864               
-8.220     0.000006742               0.000006742               
-8.210     0.000000510               0.000000510               
-8.200     0.000000927               0.000000927               
-8.190     0.000011711               0.000011711               
-8.180     0.000060132               0.000060132               
-8.170     0.000140807               0.000140807               
-8.160     0.000200000               0.000200000               
-8.150     0.000259206               0.000259206               
-8.140     0.000340324               0.000340324               
-8.130     0.000394144               0.000394144               
-8.120     0.000429140               0.000429140               
-8.110     0.000469920               0.000469920               
-8.100     0.000494144               0.000494144               
-8.090     0.000499543               0.000499543               
-8.080     0.000499987               0.000499987               
-8.070     0.000500000               0.000500000               
-8.060     0.000499987               0.000499987               
-8.050     0.000499543               0.000499543               
-8.040     0.000494144               0.000494144               
-8.030     0.000469947               0.000469947               
-8.020     0.000430053               0.000430053               
-8.010     0.000405856               0.000405856               
-8.000     0.000400457               0.000400457               
-7.990     0.000400013               0.000400013               
-7.980     0.000400000               0.000400000               
-7.970     0.000399987               0.000399987               
-7.960     0.000399624               0.000399624               
-7.950     0.000396870               0.000396870               
-7.940     0.000404611               0.000404611               
-7.930     0.000504058               0.000504058               
-7.920     0.000689630               0.000689630               
-7.910     0.000765322               0.000765322               
-7.900     0.000733182               0.000733182               
-7.890     0.000706232               0.000706232               
-7.880     0.000700483               0.000700483               
-7.870     0.000700470               0.000700470               
-7.860     0.000705856               0.000705856               
-7.850     0.000730053               0.000730053               
-7.840     0.000769947               0.000769947               
-7.830     0.000794144               0.000794144               
-7.820     0.000799543               0.000799543               
-7.810     0.000799987               0.000799987               
-7.800     0.000800000               0.000800000               
-7.790     0.000800000               0.000800000               
-7.780     0.000800000               0.000800000               
-7.770     0.000800000               0.000800000               
-7.760     0.000800000               0.000800000               
-7.750     0.000800000               0.000800000               
-7.740     0.000800000               0.000800000               
-7.730     0.000800000               0.000800000               
-7.720     0.000800000               0.000800000               
-7.710     0.000800000               0.000800000               
-7.700     0.000800000               0.000800000               
-7.690     0.000800000               0.000800000               
-7.680     0.000800000               0.000800000               
-7.670     0.000800000               0.000800000               
-7.660     0.000800000               0.000800000               
-7.650     0.000800000               0.000800000               
-7.640     0.000800000               0.000800000               
-7.630     0.000800000               0.000800000               
-7.620     0.000800000               0.000800000               
-7.610     0.000800013               0.000800013               
-7.600     0.000800457               0.000800457               
-7.590     0.000805856               0.000805856               
-7.580     0.000830053               0.000830053               
-7.570     0.000870215               0.000870215               
-7.560     0.000903195               0.000903195               
-7.550     0.001013824               0.001013824               
-7.540     0.001462700               0.001462700               
-7.530     0.002077167               0.002077167               
-7.520     0.002146521               0.002146521               
-7.510     0.001800451               0.001800451               
-7.500     0.001542978               0.001542978               
-7.490     0.001432443               0.001432443               
-7.480     0.001365555               0.001365555               
-7.470     0.001282115               0.001282115               
-7.460     0.001225610               0.001225610               
-7.450     0.001245750               0.001245750               
-7.440     0.001253293               0.001253293               
-7.430     0.001198657               0.001198657               
-7.420     0.001130026               0.001130026               
-7.410     0.001076259               0.001076259               
-7.400     0.001030509               0.001030509               
-7.390     0.001005412               0.001005412               
-7.380     0.000994601               0.000994601               
-7.370     0.000969961               0.000969961               
-7.360     0.000930039               0.000930039               
-7.350     0.000905399               0.000905399               
-7.340     0.000894601               0.000894601               
-7.330     0.000869961               0.000869961               
-7.320     0.000830066               0.000830066               
-7.310     0.000806312               0.000806312               
-7.300     0.000806312               0.000806312               
-7.290     0.000830066               0.000830066               
-7.280     0.000869947               0.000869947               
-7.270     0.000894158               0.000894158               
-7.260     0.000900000               0.000900000               
-7.250     0.000905856               0.000905856               
-7.240     0.000930509               0.000930509               
-7.230     0.000975803               0.000975803               
-7.220     0.001024197               0.001024197               
-7.210     0.001069504               0.001069504               
-7.200     0.001094534               0.001094534               
-7.190     0.001103573               0.001103573               
-7.180     0.001106617               0.001106617               
-7.170     0.001049736               0.001049736               
-7.160     0.000914369               0.000914369               
-7.150     0.000823423               0.000823423               
-7.140     0.000807669               0.000807669               
-7.130     0.000830106               0.000830106               
-7.120     0.000869961               0.000869961               
-7.110     0.000895069               0.000895069               
-7.100     0.000921232               0.000921232               
-7.090     0.001129899               0.001129899               
-7.080     0.001955087               0.001955087               
-7.070     0.003081979               0.003081979               
-7.060     0.003369056               0.003369056               
-7.050     0.003068617               0.003068617               
-7.040     0.002863495               0.002863495               
-7.030     0.002804793               0.002804793               
-7.020     0.002802502               0.002802502               
-7.010     0.002915921               0.002915921               
-7.000     0.003241764               0.003241764               
-6.990     0.003620901               0.003620901               
-6.980     0.003832087               0.003832087               
-6.970     0.003885456               0.003885456               
-6.960     0.003868430               0.003868430               
-6.950     0.003816018               0.003816018               
-6.940     0.003715518               0.003715518               
-6.930     0.003497190               0.003497190               
-6.920     0.003183350               0.003183350               
-6.910     0.002886574               0.002886574               
-6.900     0.002619698               0.002619698               
-6.890     0.002345334               0.002345334               
-6.880     0.002054733               0.002054733               
-6.870     0.001782692               0.001782692               
-6.860     0.001546424               0.001546424               
-6.850     0.001416123               0.001416123               
-6.840     0.001525080               0.001525080               
-6.830     0.001903442               0.001903442               
-6.820     0.002408272               0.002408272               
-6.810     0.002960818               0.002960818               
-6.800     0.003548276               0.003548276               
-6.790     0.004059924               0.004059924               
-6.780     0.004189149               0.004189149               
-6.770     0.003882975               0.003882975               
-6.760     0.003807098               0.003807098               
-6.750     0.004366544               0.004366544               
-6.740     0.005264162               0.005264162               
-6.730     0.005830036               0.005830036               
-6.720     0.006086843               0.006086843               
-6.710     0.006309077               0.006309077               
-6.700     0.006469338               0.006469338               
-6.690     0.006520044               0.006520044               
-6.680     0.006458196               0.006458196               
-6.670     0.006341778               0.006341778               
-6.660     0.006279056               0.006279056               
-6.650     0.006319648               0.006319648               
-6.640     0.006444597               0.006444597               
-6.630     0.006698714               0.006698714               
-6.620     0.007265078               0.007265078               
-6.610     0.008045394               0.008045394               
-6.600     0.008575130               0.008575130               
-6.590     0.008900940               0.008900940               
-6.580     0.009253037               0.009253037               
-6.570     0.009362505               0.009362505               
-6.560     0.008880042               0.008880042               
-6.550     0.008487978               0.008487978               
-6.540     0.008486560               0.008486560               
-6.530     0.008600791               0.008600791               
-6.520     0.008730550               0.008730550               
-6.510     0.008882572               0.008882572               
-6.500     0.009066431               0.009066431               
-6.490     0.009306431               0.009306431               
-6.480     0.009583563               0.009583563               
-6.470     0.010033987               0.010033987               
-6.460     0.011185559               0.011185559               
-6.450     0.012701493               0.012701493               
-6.440     0.013130777               0.013130777               
-6.430     0.012783583               0.012783583               
-6.420     0.012712303               0.012712303               
-6.410     0.012952036               0.012952036               
-6.400     0.013201451               0.013201451               
-6.390     0.013164422               0.013164422               
-6.380     0.012596985               0.012596985               
-6.370     0.011843668               0.011843668               
-6.360     0.011356367               0.011356367               
-6.350     0.011078540               0.011078540               
-6.340     0.010885936               0.010885936               
-6.330     0.010955603               0.010955603               
-6.320     0.011460417               0.011460417               
-6.310     0.011822103               0.011822103               
-6.300     0.011333166               0.011333166               
-6.290     0.010329572               0.010329572               
-6.280     0.009204185               0.009204185               
-6.270     0.008403659               0.008403659               
-6.260     0.008237498               0.008237498               
-6.250     0.008874408               0.008874408               
-6.240     0.010721209               0.010721209               
-6.230     0.011303779               0.011303779               
-6.220     0.007925858               0.007925858               
-6.210     0.004951023               0.004951023               
-6.200     0.004277932               0.004277932               
-6.190     0.004332637               0.004332637               
-6.180     0.004475117               0.004475117               
-6.170     0.004663189               0.004663189               
-6.160     0.005091018               0.005091018               
-6.150     0.005901105               0.005901105               
-6.140     0.006811096               0.006811096               
-6.130     0.007538210               0.007538210               
-6.120     0.008135129               0.008135129               
-6.110     0.008804126               0.008804126               
-6.100     0.009842745               0.009842745               
-6.090     0.011360790               0.011360790               
-6.080     0.012982229               0.012982229               
-6.070     0.014785908               0.014785908               
-6.060     0.017622012               0.017622012               
-6.050     0.020817098               0.020817098               
-6.040     0.022203185               0.022203185               
-6.030     0.022516837               0.022516837               
-6.020     0.022983542               0.022983542               
-6.010     0.022176353               0.022176353               
-6.000     0.019563527               0.019563527               
-5.990     0.017752590               0.017752590               
-5.980     0.017400163               0.017400163               
-5.970     0.017219943               0.017219943               
-5.960     0.016925340               0.016925340               
-5.950     0.016362220               0.016362220               
-5.940     0.015570888               0.015570888               
-5.930     0.015253698               0.015253698               
-5.920     0.015442556               0.015442556               
-5.910     0.015776998               0.015776998               
-5.900     0.016047285               0.016047285               
-5.890     0.015930236               0.015930236               
-5.880     0.015479927               0.015479927               
-5.870     0.015222765               0.015222765               
-5.860     0.014833968               0.014833968               
-5.850     0.014111317               0.014111317               
-5.840     0.013296445               0.013296445               
-5.830     0.012572561               0.012572561               
-5.820     0.012131744               0.012131744               
-5.810     0.012165188               0.012165188               
-5.800     0.012934958               0.012934958               
-5.790     0.014197592               0.014197592               
-5.780     0.014782504               0.014782504               
-5.770     0.014013179               0.014013179               
-5.760     0.012470798               0.012470798               
-5.750     0.011433269               0.011433269               
-5.740     0.011095268               0.011095268               
-5.730     0.011126376               0.011126376               
-5.720     0.011477783               0.011477783               
-5.710     0.012442250               0.012442250               
-5.700     0.015117493               0.015117493               
-5.690     0.018554015               0.018554015               
-5.680     0.019383467               0.019383467               
-5.670     0.019192130               0.019192130               
-5.660     0.020267917               0.020267917               
-5.650     0.020955060               0.020955060               
-5.640     0.021146624               0.021146624               
-5.630     0.021509102               0.021509102               
-5.620     0.022417250               0.022417250               
-5.610     0.023393743               0.023393743               
-5.600     0.022670549               0.022670549               
-5.590     0.020507000               0.020507000               
-5.580     0.018197677               0.018197677               
-5.570     0.016527333               0.016527333               
-5.560     0.015887484               0.015887484               
-5.550     0.016330763               0.016330763               
-5.540     0.018551758               0.018551758               
-5.530     0.023816901               0.023816901               
-5.520     0.031797956               0.031797956               
-5.510     0.040847667               0.040847667               
-5.500     0.048725978               0.048725978               
-5.490     0.050851591               0.050851591               
-5.480     0.046661478               0.046661478               
-5.470     0.041888534               0.041888534               
-5.460     0.038810707               0.038810707               
-5.450     0.036625619               0.036625619               
-5.440     0.035417752               0.035417752               
-5.430     0.035407186               0.035407186               
-5.420     0.036395512               0.036395512               
-5.410     0.036435035               0.036435035               
-5.400     0.033604687               0.033604687               
-5.390     0.030735159               0.030735159               
-5.380     0.029591161               0.029591161               
-5.370     0.029174520               0.029174520               
-5.360     0.028597679               0.028597679               
-5.350     0.027076145               0.027076145               
-5.340     0.024904451               0.024904451               
-5.330     0.024005911               0.024005911               
-5.320     0.025145529               0.025145529               
-5.310     0.028656088               0.028656088               
-5.300     0.036493569               0.036493569               
-5.290     0.048112230               0.048112230               
-5.280     0.057001864               0.057001864               
-5.270     0.060696179               0.060696179               
-5.260     0.060098473               0.060098473               
-5.250     0.057629490               0.057629490               
-5.240     0.057787038               0.057787038               
-5.230     0.062514573               0.062514573               
-5.220     0.068592879               0.068592879               
-5.210     0.071003588               0.071003588               
-5.200     0.068144786               0.068144786               
-5.190     0.063232579               0.063232579               
-5.180     0.060866332               0.060866332               
-5.170     0.066574858               0.066574858               
-5.160     0.076733674               0.076733674               
-5.150     0.078130342               0.078130342               
-5.140     0.072405717               0.072405717               
-5.130     0.067107163               0.067107163               
-5.120     0.064441069               0.064441069               
-5.110     0.065159792               0.065159792               
-5.100     0.070479222               0.070479222               
-5.090     0.084414954               0.084414954               
-5.080     0.106378332               0.106378332               
-5.070     0.121390118               0.121390118               
-5.060     0.114007027               0.114007027               
-5.050     0.089815761               0.089815761               
-5.040     0.075941769               0.075941769               
-5.030     0.080191704               0.080191704               
-5.020     0.087083150               0.087083150               
-5.010     0.093016594               0.093016594               
-5.000     0.099705904               0.099705904               
-4.990     0.103241338               0.103241338               
-4.980     0.097823593               0.097823593               
-4.970     0.085351804               0.085351804               
-4.960     0.078602189               0.078602189               
-4.950     0.079432241               0.079432241               
-4.940     0.081471859               0.081471859               
-4.930     0.085946243               0.085946243               
-4.920     0.103578698               0.103578698               
-4.910     0.123874946               0.123874946               
-4.900     0.123735934               0.123735934               
-4.890     0.124571940               0.124571940               
-4.880     0.138569860               0.138569860               
-4.870     0.165360103               0.165360103               
-4.860     0.209952595               0.209952595               
-4.850     0.241030259               0.241030259               
-4.840     0.221889099               0.221889099               
-4.830     0.182487233               0.182487233               
-4.820     0.154891447               0.154891447               
-4.810     0.136201527               0.136201527               
-4.800     0.124334905               0.124334905               
-4.790     0.132094244               0.132094244               
-4.780     0.146782568               0.146782568               
-4.770     0.141871818               0.141871818               
-4.760     0.130537636               0.130537636               
-4.750     0.133108556               0.133108556               
-4.740     0.144986025               0.144986025               
-4.730     0.162857923               0.162857923               
-4.720     0.198665680               0.198665680               
-4.710     0.255773177               0.255773177               
-4.700     0.300179447               0.300179447               
-4.690     0.296163985               0.296163985               
-4.680     0.286036685               0.286036685               
-4.670     0.304465897               0.304465897               
-4.660     0.322167376               0.322167376               
-4.650     0.361063595               0.361063595               
-4.640     0.519588481               0.519588481               
-4.630     0.689419108               0.689419108               
-4.620     0.648808960               0.648808960               
-4.610     0.536613473               0.536613473               
-4.600     0.496378903               0.496378903               
-4.590     0.494139862               0.494139862               
-4.580     0.423863439               0.423863439               
-4.570     0.335952878               0.335952878               
-4.560     0.320198903               0.320198903               
-4.550     0.337457989               0.337457989               
-4.540     0.336319410               0.336319410               
-4.530     0.319912955               0.319912955               
-4.520     0.305745719               0.305745719               
-4.510     0.305324604               0.305324604               
-4.500     0.296017520               0.296017520               
-4.490     0.276031645               0.276031645               
-4.480     0.265704859               0.265704859               
-4.470     0.261479964               0.261479964               
-4.460     0.257573078               0.257573078               
-4.450     0.252165099               0.252165099               
-4.440     0.243571160               0.243571160               
-4.430     0.239861073               0.239861073               
-4.420     0.246550445               0.246550445               
-4.410     0.270256688               0.270256688               
-4.400     0.291660083               0.291660083               
-4.390     0.275820630               0.275820630               
-4.380     0.255421532               0.255421532               
-4.370     0.240419117               0.240419117               
-4.360     0.223108487               0.223108487               
-4.350     0.223582449               0.223582449               
-4.340     0.235331102               0.235331102               
-4.330     0.240063491               0.240063491               
-4.320     0.240963221               0.240963221               
-4.310     0.242428196               0.242428196               
-4.300     0.248461648               0.248461648               
-4.290     0.284982491               0.284982491               
-4.280     0.333262655               0.333262655               
-4.270     0.343283401               0.343283401               
-4.260     0.358741673               0.358741673               
-4.250     0.446501727               0.446501727               
-4.240     0.594793039               0.594793039               
-4.230     0.716782112               0.716782112               
-4.220     0.847723233               0.847723233               
-4.210     1.001089306               1.001089306               
-4.200     1.057233834               1.057233834               
-4.190     0.988720058               0.988720058               
-4.180     0.807621698               0.807621698               
-4.170     0.742324503               0.742324503               
-4.160     0.860871897               0.860871897               
-4.150     0.970437949               0.970437949               
-4.140     0.963455447               0.963455447               
-4.130     0.915383876               0.915383876               
-4.120     0.843089956               0.843089956               
-4.110     0.793564000               0.793564000               
-4.100     0.843427894               0.843427894               
-4.090     0.917663219               0.917663219               
-4.080     0.905732408               0.905732408               
-4.070     0.831734179               0.831734179               
-4.060     0.757918746               0.757918746               
-4.050     0.706401028               0.706401028               
-4.040     0.692198569               0.692198569               
-4.030     0.695372301               0.695372301               
-4.020     0.707732144               0.707732144               
-4.010     0.731302921               0.731302921               
-4.000     0.773446666               0.773446679               
-3.990     0.807397057               0.807397500               
-3.980     0.775237503               0.775242902               
-3.970     0.777208095               0.777232265               
-3.960     0.847468072               0.847507080               
-3.950     0.916505593               0.916518991               
-3.940     1.115933884               1.115890889               
-3.930     1.254679876               1.254600530               
-3.920     0.923977158               0.923928777               
-3.910     0.562187944               0.562177146               
-3.900     0.468739712               0.468738825               
-3.890     0.519294150               0.519294123               
-3.880     0.610194039               0.610194039               
-3.870     0.667984968               0.667984968               
-3.860     0.649715934               0.649715934               
-3.850     0.584610661               0.584610661               
-3.840     0.520571576               0.520571576               
-3.830     0.503217588               0.503217588               
-3.820     0.515567780               0.515567780               
-3.810     0.498338407               0.498338407               
-3.800     0.484607394               0.484607394               
-3.790     0.508586537               0.508586537               
-3.780     0.571007970               0.571007970               
-3.770     0.653184255               0.653184255               
-3.760     0.748235786               0.748235786               
-3.750     0.862196055               0.862196055               
-3.740     0.970268462               0.970268462               
-3.730     1.140340962               1.140340962               
-3.720     1.521205640               1.521205640               
-3.710     1.789895946               1.789895946               
-3.700     1.450641537               1.450641537               
-3.690     0.945842790               0.945842790               
-3.680     0.643288348               0.643288348               
-3.670     0.441553382               0.441553382               
-3.660     0.310628075               0.310628075               
-3.650     0.253979612               0.253979612               
-3.640     0.328041628               0.328041628               
-3.630     0.690714654               0.690714654               
-3.620     0.994403612               0.994403612               
-3.610     0.690963579               0.690963579               
-3.600     0.294069421               0.294069421               
-3.590     0.187950206               0.187950206               
-3.580     0.216213946               0.216213946               
-3.570     0.259538259               0.259538259               
-3.560     0.260017222               0.260017222               
-3.550     0.227318481               0.227318481               
-3.540     0.227432965               0.227432965               
-3.530     0.302799413               0.302799413               
-3.520     0.491405404               0.491405404               
-3.510     0.810883611               0.810883611               
-3.500     1.373152223               1.373152209               
-3.490     2.131606930               2.131606487               
-3.480     2.479107582               2.479102183               
-3.470     2.329375196               2.329350999               
-3.460     2.101199046               2.101159152               
-3.450     1.856398702               1.856374505               
-3.440     1.548221493               1.548216094               
-3.430     1.229326230               1.229325787               
-3.420     1.007502139               1.007502126               
-3.410     0.865933396               0.865933396               
-3.400     0.749850532               0.749850532               
-3.390     0.699220124               0.699220124               
-3.380     0.727624601               0.727624601               
-3.370     0.686549448               0.686549448               
-3.360     0.545149784               0.545149784               
-3.350     0.462410455               0.462410455               
-3.340     0.510160766               0.510160766               
-3.330     0.609689197               0.609689197               
-3.320     0.658382802               0.658382802               
-3.310     0.673673032               0.673673032               
-3.300     0.691647524               0.691647524               
-3.290     0.716768030               0.716768030               
-3.280     0.721687527               0.721687527               
-3.270     0.703897369               0.703897369               
-3.260     0.721701909               0.721701909               
-3.250     0.814720872               0.814720872               
-3.240     0.989504850               0.989504850               
-3.230     1.185915057               1.185915057               
-3.220     1.301982912               1.301982912               
-3.210     1.275073836               1.275073836               
-3.200     1.194778080               1.194778080               
-3.190     1.116714234               1.116714234               
-3.180     1.196672660               1.196672660               
-3.170     1.498733984               1.498733984               
-3.160     1.908869583               1.908869583               
-3.150     2.307284318               2.307284318               
-3.140     2.532171696               2.532171696               
-3.130     2.371236041               2.371236041               
-3.120     2.053447040               2.053447040               
-3.110     2.162610798               2.162610798               
-3.100     2.587542414               2.587542414               
-3.090     2.700099066               2.700099066               
-3.080     2.146805537               2.146805537               
-3.070     1.503587359               1.503587359               
-3.060     1.145351208               1.145351208               
-3.050     0.996215545               0.996215545               
-3.040     0.953898949               0.953898949               
-3.030     0.992756572               0.992756572               
-3.020     1.113614953               1.113614953               
-3.010     1.218951155               1.218951155               
-3.000     1.277743278               1.277743278               
-2.990     1.316701351               1.316701351               
-2.980     1.304537406               1.304537406               
-2.970     1.268407550               1.268407550               
-2.960     1.347557637               1.347557637               
-2.950     1.580962694               1.580962694               
-2.940     1.845797655               1.845797655               
-2.930     1.925670419               1.925670419               
-2.920     1.831263909               1.831263923               
-2.910     1.775076683               1.775077126               
-2.900     1.808369855               1.808375268               
-2.890     1.844643037               1.844667677               
-2.880     1.866450678               1.866495971               
-2.870     1.860537153               1.860585547               
-2.860     1.916768679               1.916813972               
-2.850     2.072900847               2.072925474               
-2.840     2.376116592               2.376121562               
-2.830     2.578564231               2.578559275               
-2.820     2.589363901               2.589339718               
-2.810     2.615501742               2.615461847               
-2.800     2.544162508               2.544138311               
-2.790     2.323968116               2.323962717               
-2.780     2.274247198               2.274246755               
-2.770     2.507369787               2.507369774               
-2.760     2.620672582               2.620672582               
-2.750     2.412518170               2.412518170               
-2.740     2.324936431               2.324936431               
-2.730     2.278552875               2.278552875               
-2.720     2.184136954               2.184136954               
-2.710     2.289992581               2.289992581               
-2.700     2.146891938               2.146891938               
-2.690     1.781064503               1.781064503               
-2.680     1.537740251               1.537740251               
-2.670     1.612926506               1.612926506               
-2.660     1.943422643               1.943422643               
-2.650     2.326607111               2.326607111               
-2.640     2.446747659               2.446747659               
-2.630     2.313136860               2.313136860               
-2.620     2.058934984               2.058934984               
-2.610     1.744750929               1.744750929               
-2.600     1.571961186               1.571961186               
-2.590     1.605135676               1.605135676               
-2.580     1.599249616               1.599249616               
-2.570     1.547616886               1.547616886               
-2.560     1.553148567               1.553148567               
-2.550     1.607620838               1.607620838               
-2.540     1.631943302               1.631943302               
-2.530     1.566277718               1.566277718               
-2.520     1.500098543               1.500098543               
-2.510     1.450618426               1.450618426               
-2.500     1.353678129               1.353678129               
-2.490     1.241499866               1.241499866               
-2.480     1.159225209               1.159225209               
-2.470     1.121555020               1.121555020               
-2.460     1.107118734               1.107118734               
-2.450     1.076419634               1.076419634               
-2.440     1.027531053               1.027531053               
-2.430     1.014481494               1.014481494               
-2.420     1.021475418               1.021475418               
-2.410     1.040107059               1.040107059               
-2.400     1.052751001               1.052751001               
-2.390     1.016766594               1.016766594               
-2.380     0.954016772               0.954016772               
-2.370     0.891867598               0.891867598               
-2.360     0.870994732               0.870994732               
-2.350     0.981299357               0.981299357               
-2.340     1.311757163               1.311757163               
-2.330     1.726308971               1.726308971               
-2.320     1.801550257               1.801550257               
-2.310     1.505450035               1.505450035               
-2.300     1.326559173               1.326559173               
-2.290     1.412108040               1.412108040               
-2.280     1.568630562               1.568630562               
